,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1279117,6/14/2017 15:09,6/14/2017 15:17,494,Sheffield Ave & Waveland Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1986
1168213,6/8/2017 7:46,6/8/2017 7:51,293,Oakley Ave & Roscoe St,Lincoln Ave & Roscoe St,Subscriber,Male,1982
1343681,6/18/2017 17:48,6/18/2017 18:28,2399,Dearborn St & Adams St,Spaulding Ave & Armitage Ave,Subscriber,Male,1968
1006964,5/29/2017 14:47,5/29/2017 15:05,1051,Broadway & Barry Ave,Greenview Ave & Fullerton Ave,Customer,,
1333881,6/18/2017 10:55,6/18/2017 11:02,471,Noble St & Milwaukee Ave,Larrabee St & Oak St,Subscriber,Male,1992
573218,4/17/2017 13:56,4/17/2017 14:01,328,Kingsbury St & Kinzie St,Clinton St & Jackson Blvd,Subscriber,Female,1974
707222,5/2/2017 6:47,5/2/2017 7:02,892,Western Ave & Winnebago Ave,Racine Ave (May St) & Fulton St,Subscriber,Male,1972
973990,5/27/2017 13:47,5/27/2017 14:05,1128,Halsted St & Roscoe St,Clark St & Wellington Ave,Customer,,
437598,4/1/2017 17:16,4/1/2017 17:25,521,Clifton Ave & Lawrence Ave,Clark St & Bryn Mawr Ave,Subscriber,Male,1972
1001998,5/29/2017 11:17,5/29/2017 11:38,1293,Ashland Ave & Division St,Dearborn St & Adams St,Subscriber,Male,1988
356620,3/17/2017 23:22,3/17/2017 23:39,1059,Morgan Ave & 14th Pl,Larrabee St & Kingsbury St,Subscriber,Male,1991
1029204,5/30/2017 20:19,5/30/2017 20:47,1670,Michigan Ave & Pearson St,Clark St & Lincoln Ave,Customer,,
121760,2/3/2017 6:40,2/3/2017 6:43,157,Claremont Ave & Hirsch St,Damen Ave & Pierce Ave,Subscriber,Male,1989
702782,5/1/2017 9:32,5/1/2017 9:54,1355,Daley Center Plaza,LaSalle St & Washington St,Subscriber,Male,1973
450731,4/4/2017 7:49,4/4/2017 8:15,1573,Seeley Ave & Roscoe St,Sheffield Ave & Kingsbury St,Subscriber,Male,1987
1121123,6/5/2017 9:31,6/5/2017 9:51,1194,Paulina St & 18th St,Peoria St & Jackson Blvd,Subscriber,Female,1990
883331,5/18/2017 10:41,5/18/2017 10:46,293,Franklin St & Jackson Blvd,Clark St & 9th St (AMLI),Subscriber,Male,1977
583769,4/18/2017 12:45,4/18/2017 12:49,239,Dearborn St & Monroe St,LaSalle St & Adams St,Subscriber,Male,1981
229698,2/20/2017 19:55,2/20/2017 20:00,311,Leavitt St & Armitage Ave,California Ave & Milwaukee Ave,Subscriber,Male,1982
1022899,5/30/2017 15:15,5/30/2017 16:46,5436,Clark St & Armitage Ave,Orleans St & Ohio St,Customer,,
298164,3/5/2017 13:17,3/5/2017 13:33,932,Buckingham Fountain,Indiana Ave & Roosevelt Rd,Subscriber,Female,1969
1501128,6/27/2017 17:55,6/27/2017 18:42,2827,Buckingham Fountain,Shedd Aquarium,Customer,,
886015,5/18/2017 14:55,5/18/2017 15:06,678,Clark St & Elm St,Clark St & Randolph St,Subscriber,Female,1992
1145443,6/6/2017 18:04,6/6/2017 18:21,1071,Kedzie Ave & Milwaukee Ave,Carpenter St & Huron St,Subscriber,Male,1994
1362340,6/19/2017 20:38,6/19/2017 20:51,777,Sheffield Ave & Webster Ave,Paulina Ave & North Ave,Subscriber,Male,1981
830910,5/14/2017 16:18,5/14/2017 16:23,279,McClurg Ct & Illinois St,Streeter Dr & Grand Ave,Customer,,
1028349,5/30/2017 19:10,5/30/2017 19:30,1193,Aberdeen St & Monroe St,Damen Ave & Division St,Subscriber,Female,1991
1029804,5/30/2017 21:20,5/30/2017 21:44,1435,Green St & Randolph St,Damen Ave & Division St,Subscriber,Male,1989
424963,3/30/2017 16:58,3/30/2017 17:10,751,Ashland Ave & Grace St,Ashland Ave & Grace St,Subscriber,Male,1954
1132528,6/5/2017 21:43,6/5/2017 21:46,190,Sheffield Ave & Fullerton Ave,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1993
1270160,6/13/2017 20:00,6/13/2017 20:20,1167,Ada St & Washington Blvd,Wabash Ave & Roosevelt Rd,Subscriber,Female,1984
1097587,6/3/2017 19:37,6/3/2017 19:52,909,Michigan Ave & Washington St,Clinton St & Jackson Blvd,Customer,,
699431,4/30/2017 14:38,4/30/2017 14:54,984,Montrose Harbor,Lake Shore Dr & Wellington Ave,Subscriber,Female,1972
58784,1/20/2017 10:28,1/20/2017 10:34,344,Kimbark Ave & 53rd St,University Ave & 57th St,Subscriber,Female,1984
1108438,6/4/2017 14:47,6/4/2017 15:10,1358,Spaulding Ave & Armitage Ave,Damen Ave & Division St,Customer,,
1195017,6/9/2017 16:13,6/9/2017 16:19,348,Michigan Ave & Madison St,Federal St & Polk St,Subscriber,Male,1981
1449915,6/24/2017 18:49,6/24/2017 18:58,545,Marine Dr & Ainslie St,Clarendon Ave & Junior Ter,Subscriber,Male,1991
33374,1/12/2017 21:53,1/12/2017 22:05,686,Kedzie Ave & Foster Ave,Campbell Ave & Montrose Ave,Subscriber,Male,1986
1431285,6/23/2017 19:54,6/23/2017 20:39,2666,Racine Ave & 18th St,Wood St & Milwaukee Ave,Customer,,
1044699,5/31/2017 20:04,5/31/2017 20:11,449,Halsted St & Diversey Pkwy,Broadway & Cornelia Ave,Subscriber,Male,1966
931877,5/23/2017 8:21,5/23/2017 8:26,275,Humboldt Blvd & Armitage Ave,California Ave & Milwaukee Ave,Subscriber,Male,1980
529375,4/13/2017 19:56,4/13/2017 20:11,892,Racine Ave & Fullerton Ave,California Ave & Francis Pl,Customer,,
1364314,6/20/2017 6:47,6/20/2017 7:02,872,Broadway & Cornelia Ave,Ravenswood Ave & Irving Park Rd,Subscriber,Female,1968
686111,4/27/2017 18:21,4/27/2017 18:29,538,Peoria St & Jackson Blvd,Racine Ave & 18th St,Subscriber,Male,1980
257179,2/24/2017 13:02,2/24/2017 13:16,827,Central Park Ave & Elbridge Ave,Keystone Ave & Montrose Ave,Subscriber,Male,1981
539887,4/15/2017 7:26,4/15/2017 7:53,1622,Broadway & Cornelia Ave,Lake Shore Dr & Ohio St,Subscriber,Male,1977
1442578,6/24/2017 14:27,6/24/2017 14:39,750,Sheffield Ave & Willow St,Halsted St & Diversey Pkwy,Subscriber,Female,1972
1472696,6/26/2017 8:12,6/26/2017 8:45,2009,Ravenswood Ave & Irving Park Rd,Fairbanks Ct & Grand Ave,Subscriber,Male,1981
956529,5/25/2017 18:53,5/25/2017 19:11,1090,Theater on the Lake,Sheridan Rd & Buena Ave,Subscriber,Male,1984
288291,3/3/2017 6:51,3/3/2017 6:59,433,Kingsbury St & Kinzie St,Dearborn St & Monroe St,Subscriber,Male,1993
977457,5/27/2017 15:52,5/27/2017 17:31,5941,Lake Shore Dr & Monroe St,Lake Shore Dr & Diversey Pkwy,Customer,,
1475654,6/26/2017 11:55,6/26/2017 12:11,958,Ashland Ave & Harrison St,Jefferson St & Monroe St,Subscriber,Female,1992
1231027,6/11/2017 15:11,6/11/2017 15:31,1225,Lake Shore Dr & North Blvd,LaSalle St & Illinois St,Customer,,
718027,5/3/2017 11:55,5/3/2017 15:12,11833,Jefferson St & Monroe St,LaSalle St & Jackson Blvd,Customer,,
700143,4/30/2017 18:24,4/30/2017 18:28,242,Cornell Ave & Hyde Park Blvd,Kimbark Ave & 53rd St,Subscriber,Male,1981
312205,3/7/2017 15:19,3/7/2017 15:30,621,Daley Center Plaza,Morgan St & Lake St,Subscriber,Female,1978
494702,4/9/2017 16:23,4/9/2017 16:31,496,Clark St & Chicago Ave,Ogden Ave & Chicago Ave,Subscriber,Female,1988
505967,4/11/2017 7:01,4/11/2017 7:08,413,Wabash Ave & Grand Ave,Wacker Dr & Washington St,Subscriber,Male,1987
1490066,6/27/2017 8:04,6/27/2017 8:25,1248,Sheffield Ave & Webster Ave,Rush St & Superior St,Subscriber,Male,1972
501897,4/10/2017 12:17,4/10/2017 12:21,215,Green St & Randolph St,Wacker Dr & Washington St,Subscriber,Male,1989
1382360,6/21/2017 7:34,6/21/2017 7:50,977,Halsted St & Blackhawk St (*),Canal St & Adams St,Subscriber,Female,1989
647312,4/24/2017 14:18,4/24/2017 14:57,2375,Museum of Science and Industry,Shore Dr & 55th St,Customer,,
441290,4/2/2017 12:39,4/2/2017 13:04,1533,Clark St & Armitage Ave,Theater on the Lake,Customer,,
621996,4/22/2017 9:03,4/22/2017 9:09,364,Hampden Ct & Diversey Pkwy,Wilton Ave & Diversey Pkwy,Subscriber,Female,1989
967425,5/26/2017 21:32,5/26/2017 21:40,500,Shore Dr & 55th St,Shore Dr & 55th St,Subscriber,Male,1994
384051,3/23/2017 7:00,3/23/2017 7:33,2007,Marshfield Ave & Cortland St,Marshfield Ave & Cortland St,Subscriber,Female,1976
87881,1/25/2017 16:59,1/25/2017 17:03,243,LaSalle St & Jackson Blvd,Michigan Ave & Jackson Blvd,Subscriber,Female,1959
1318494,6/17/2017 10:04,6/17/2017 11:41,5849,Michigan Ave & Oak St,Southport Ave & Belmont Ave,Customer,,
325599,3/9/2017 13:11,3/9/2017 13:29,1121,Sheffield Ave & Waveland Ave,Lake Shore Dr & Belmont Ave,Customer,,
123724,2/3/2017 15:14,2/3/2017 15:20,360,Morgan St & Lake St,Clinton St & Washington Blvd,Subscriber,Male,1984
1193454,6/9/2017 15:06,6/9/2017 15:10,249,Loomis St & Taylor St (*),Wolcott Ave & Polk St,Subscriber,Female,1992
124065,2/3/2017 16:25,2/3/2017 16:42,1035,Wolcott Ave & Polk St,Clinton St & Madison St,Subscriber,Male,1961
1085696,6/3/2017 11:55,6/3/2017 12:00,315,Dayton St & North Ave,Clybourn Ave & Division St,Subscriber,Female,1965
1486344,6/26/2017 20:17,6/26/2017 20:51,2082,Lake Shore Dr & Belmont Ave,Clarendon Ave & Junior Ter,Customer,,
495619,4/9/2017 17:06,4/9/2017 17:25,1182,California Ave & 23rd Pl,Morgan St & Lake St,Subscriber,Male,1989
501729,4/10/2017 11:56,4/10/2017 12:08,700,Clark St & Lake St,Wabash Ave & 8th St,Subscriber,Female,1976
1439138,6/24/2017 12:24,6/24/2017 12:32,444,Sheffield Ave & Kingsbury St,Larrabee St & Armitage Ave,Subscriber,Male,1994
1211751,6/10/2017 14:29,6/10/2017 14:41,713,Lake Shore Dr & Diversey Pkwy,Broadway & Belmont Ave,Customer,,
1371130,6/20/2017 14:09,6/20/2017 14:16,397,Michigan Ave & Madison St,Franklin St & Jackson Blvd,Subscriber,Male,1983
319437,3/8/2017 15:29,3/8/2017 15:36,467,Broadway & Granville Ave,Glenwood Ave & Morse Ave,Subscriber,Male,1966
729527,5/4/2017 16:34,5/4/2017 16:48,805,Franklin St & Lake St,Ashland Ave & Lake St,Subscriber,Female,1984
1244667,6/12/2017 12:19,6/12/2017 12:31,715,Southport Ave & Waveland Ave,Oakley Ave & Irving Park Rd,Subscriber,Female,1955
815158,5/13/2017 14:46,5/13/2017 14:53,412,Lake Shore Dr & Ohio St,Wabash Ave & Grand Ave,Customer,,
1038135,5/31/2017 15:44,5/31/2017 15:58,842,Clinton St & Jackson Blvd,McClurg Ct & Illinois St,Subscriber,Male,1987
389196,3/23/2017 19:20,3/23/2017 19:28,432,Racine Ave & 18th St,Halsted St & Polk St,Subscriber,Female,1977
1094882,6/3/2017 17:41,6/3/2017 17:46,318,Sheffield Ave & Wellington Ave,Broadway & Barry Ave,Subscriber,Female,1994
1339073,6/18/2017 14:42,6/18/2017 14:46,240,Halsted St & Diversey Pkwy,Broadway & Barry Ave,Subscriber,Male,1990
1449283,6/24/2017 18:19,6/24/2017 18:40,1249,Indiana Ave & Roosevelt Rd,Dusable Harbor,Customer,,
329450,3/10/2017 7:10,3/10/2017 7:15,280,Hampden Ct & Diversey Pkwy,Wilton Ave & Diversey Pkwy,Subscriber,Female,1992
1470720,6/26/2017 6:17,6/26/2017 6:47,1821,Clarendon Ave & Junior Ter,Streeter Dr & Grand Ave,Subscriber,Male,1971
1015295,5/29/2017 21:22,5/29/2017 21:31,562,Clark St & Lake St,Michigan Ave & Washington St,Customer,,
116521,2/1/2017 18:23,2/1/2017 18:29,375,Clinton St & Washington Blvd,State St & Randolph St,Subscriber,Male,1985
188345,2/17/2017 9:13,2/17/2017 9:31,1078,Rush St & Superior St,Green St & Randolph St,Subscriber,Male,1954
1393622,6/21/2017 17:42,6/21/2017 18:45,3823,Fairfield Ave & Roosevelt Rd,Fairfield Ave & Roosevelt Rd,Subscriber,Female,1986
112249,2/1/2017 6:46,2/1/2017 6:53,473,LaSalle St & Jackson Blvd,Dearborn St & Erie St,Subscriber,Male,1968
714266,5/3/2017 0:05,5/3/2017 0:26,1242,Peoria St & Jackson Blvd,California Ave & Cortez St,Subscriber,Male,1976
1296399,6/15/2017 18:26,6/15/2017 18:43,1052,Ashland Ave & Grand Ave,Western Ave & Walton St,Subscriber,Male,1994
270571,2/27/2017 17:33,2/27/2017 17:42,533,Sedgwick St & Webster Ave,Bissell St & Armitage Ave,Subscriber,Female,1962
478695,4/8/2017 14:21,4/8/2017 14:52,1844,Clark St & Randolph St,Shedd Aquarium,Customer,,
1446747,6/24/2017 16:47,6/24/2017 16:54,439,Carpenter St & Huron St,Green St & Madison St,Subscriber,Male,1984
148523,2/9/2017 15:37,2/9/2017 15:46,553,Broadway & Cornelia Ave,Hampden Ct & Diversey Pkwy,Subscriber,Male,1966
557810,4/16/2017 7:37,4/16/2017 7:53,939,Buckingham Fountain,McCormick Place,Customer,,
173951,2/14/2017 17:36,2/14/2017 17:47,690,Racine Ave (May St) & Fulton St,Damen Ave & Chicago Ave,Subscriber,Male,1954
265990,2/27/2017 7:38,2/27/2017 7:55,1039,Clark St & Wrightwood Ave,Clark St & Lake St,Subscriber,Male,1985
1221002,6/10/2017 22:23,6/10/2017 22:26,209,Clinton St & Polk St (*),Clinton St & Roosevelt Rd,Subscriber,Male,1993
356899,3/18/2017 7:53,3/18/2017 8:09,966,Michigan Ave & Oak St,Cannon Dr & Fullerton Ave,Subscriber,Male,1949
541403,4/15/2017 10:19,4/15/2017 10:24,269,Racine Ave (May St) & Fulton St,Ada St & Washington Blvd,Subscriber,Female,1986
1449679,6/24/2017 18:37,6/24/2017 19:21,2628,Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,Customer,,
1014241,5/29/2017 19:46,5/29/2017 20:08,1315,Lake Shore Dr & Wellington Ave,Clark St & North Ave,Subscriber,Female,1991
480238,4/8/2017 15:25,4/8/2017 15:58,1991,Damen Ave & Sunnyside Ave,Broadway & Belmont Ave,Customer,,
1348864,6/19/2017 7:13,6/19/2017 7:26,796,Wells St & Elm St,Clinton St & Madison St,Subscriber,Male,1979
531766,4/14/2017 8:57,4/14/2017 9:02,272,Desplaines St & Kinzie St,Clinton St & Madison St,Subscriber,Male,1984
531984,4/14/2017 9:19,4/14/2017 9:30,628,Woodlawn Ave & Lake Park Ave,University Ave & 57th St,Subscriber,Female,1986
598185,4/19/2017 17:22,4/19/2017 17:45,1411,Sheffield Ave & Waveland Ave,Michigan Ave & Oak St,Subscriber,Male,1965
1452926,6/24/2017 22:34,6/24/2017 22:44,617,Dearborn St & Monroe St,Kingsbury St & Erie St,Subscriber,Male,1962
398415,3/24/2017 17:25,3/24/2017 17:29,194,Wilton Ave & Diversey Pkwy,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1989
641379,4/23/2017 19:49,4/23/2017 19:54,261,Sheffield Ave & Fullerton Ave,Bissell St & Armitage Ave,Subscriber,Male,1987
1350577,6/19/2017 8:23,6/19/2017 8:35,736,Lake Shore Dr & Ohio St,Larrabee St & Kingsbury St,Subscriber,Male,1991
1310718,6/16/2017 17:14,6/16/2017 17:25,690,Stetson Ave & South Water St,State St & Harrison St,Subscriber,Male,1982
29822,1/11/2017 17:17,1/11/2017 17:54,2224,Franklin St & Monroe St,Troy St & Elston Ave,Subscriber,Male,1972
1349539,6/19/2017 7:45,6/19/2017 8:09,1443,Clark St & Armitage Ave,Wacker Dr & Washington St,Subscriber,Male,1992
364088,3/19/2017 18:31,3/19/2017 18:36,299,State St & Pearson St,Rush St & Cedar St,Subscriber,Male,1953
1048816,6/1/2017 8:20,6/1/2017 8:32,703,Halsted St & 18th St,Clinton St & Tilden St,Subscriber,Male,1991
922087,5/22/2017 14:46,5/22/2017 15:21,2104,Spaulding Ave & Armitage Ave,Washtenaw Ave & 15th St (*),Customer,,
174477,2/14/2017 18:20,2/14/2017 18:31,623,Canal St & Monroe St (*),Ogden Ave & Chicago Ave,Subscriber,Female,1979
189504,2/17/2017 12:42,2/17/2017 12:48,357,State St & 35th St,Wallace St & 35th St,Subscriber,Female,1986
1522504,6/29/2017 8:14,6/29/2017 8:22,493,Ada St & Washington Blvd,Wacker Dr & Washington St,Subscriber,Male,1984
240806,2/22/2017 8:55,2/22/2017 9:01,388,Michigan Ave & Lake St,Franklin St & Lake St,Subscriber,Male,1954
100351,1/28/2017 17:46,1/28/2017 17:49,179,Fairbanks Ct & Grand Ave,Wabash Ave & Grand Ave,Subscriber,Female,1972
1370940,6/20/2017 13:52,6/20/2017 14:15,1401,Clark St & North Ave,Sheffield Ave & Kingsbury St,Customer,,
36146,1/13/2017 17:07,1/13/2017 17:15,508,Western Ave & Winnebago Ave,Humboldt Blvd & Armitage Ave,Subscriber,Female,1987
950030,5/25/2017 12:10,5/25/2017 12:15,317,East Ave & Madison St,East Ave & Garfield St,Subscriber,Male,1983
1003662,5/29/2017 12:52,5/29/2017 13:15,1386,Dusable Harbor,Millennium Park,Customer,,
155415,2/11/2017 7:36,2/11/2017 7:52,979,Broadway & Thorndale Ave,Ravenswood Ave & Montrose Ave (*),Subscriber,Male,1989
374444,3/21/2017 13:24,3/21/2017 13:26,155,Leavitt St & Addison St,Oakley Ave & Roscoe St,Subscriber,Female,1986
141118,2/7/2017 21:04,2/7/2017 21:06,164,Halsted St & Roscoe St,Broadway & Cornelia Ave,Subscriber,Male,1981
1192080,6/9/2017 13:55,6/9/2017 14:13,1074,Franklin St & Monroe St,Clybourn Ave & Division St,Subscriber,Female,1984
177058,2/15/2017 9:10,2/15/2017 9:13,231,Drake Ave & Addison St,Monticello Ave & Irving Park Rd,Subscriber,Female,1984
2861,1/2/2017 14:40,1/2/2017 14:48,441,Federal St & Polk St,Clinton St & Roosevelt Rd,Subscriber,Male,1979
879610,5/18/2017 5:57,5/18/2017 6:05,491,Avers Ave & Belmont Ave,Avondale Ave & Irving Park Rd,Subscriber,Male,1983
174473,2/14/2017 18:20,2/14/2017 18:27,451,Canal St & Monroe St (*),Kingsbury St & Kinzie St,Subscriber,Male,1991
234043,2/21/2017 15:29,2/21/2017 15:44,899,Field Museum,Dusable Harbor,Customer,,
107529,1/31/2017 7:48,1/31/2017 7:57,587,Racine Ave (May St) & Fulton St,Clinton St & Jackson Blvd,Subscriber,Female,1971
460047,4/6/2017 8:24,4/6/2017 8:35,649,Damen Ave & Grand Ave,Aberdeen St & Monroe St,Subscriber,Female,1991
871513,5/17/2017 14:15,5/17/2017 15:29,4417,Racine Ave & 18th St,Paulina St & 18th St,Subscriber,Male,1973
389535,3/23/2017 21:17,3/23/2017 21:32,857,Fairbanks Ct & Grand Ave,Franklin St & Jackson Blvd,Subscriber,Female,1977
444167,4/2/2017 18:15,4/2/2017 18:22,473,Claremont Ave & Hirsch St,Claremont Ave & Hirsch St,Subscriber,Male,1977
535408,4/14/2017 15:19,4/14/2017 15:48,1730,Blackstone Ave & Hyde Park Blvd,Fort Dearborn Dr & 31st St,Subscriber,Male,1985
292282,3/3/2017 18:02,3/3/2017 18:06,265,Clinton St & Lake St,Kingsbury St & Kinzie St,Subscriber,Male,1963
1467674,6/25/2017 18:43,6/25/2017 18:52,535,Stave St & Armitage Ave,Wood St & Milwaukee Ave,Subscriber,Male,1990
479178,4/8/2017 14:43,4/8/2017 16:06,5015,Museum of Science and Industry,Orleans St & Merchandise Mart Plaza,Customer,,
337860,3/12/2017 14:48,3/12/2017 15:10,1300,Columbus Dr & Randolph St,Theater on the Lake,Subscriber,Male,1976
999031,5/29/2017 0:26,5/29/2017 0:51,1487,Millennium Park,Michigan Ave & Washington St,Customer,,
1095122,6/3/2017 17:49,6/3/2017 17:54,263,Kedzie Ave & Palmer Ct,California Ave & Milwaukee Ave,Subscriber,Female,1992
727208,5/4/2017 10:14,5/4/2017 10:20,372,Western Ave & Division St,Ashland Ave & Division St,Subscriber,Female,1993
1469874,6/25/2017 21:55,6/25/2017 21:58,197,Sheffield Ave & Fullerton Ave,Halsted St & Dickens Ave,Subscriber,Male,1994
480655,4/8/2017 15:43,4/8/2017 15:54,642,Clinton St & Washington Blvd,Aberdeen St & Jackson Blvd,Subscriber,Male,1974
1469706,6/25/2017 21:26,6/25/2017 21:50,1453,Clinton St & Washington Blvd,Canal St & Taylor St,Customer,,
366058,3/20/2017 8:37,3/20/2017 8:56,1161,Stave St & Armitage Ave,Lincoln Ave & Waveland Ave,Subscriber,Male,1990
1246162,6/12/2017 14:24,6/12/2017 14:48,1434,Keystone Ave & Fullerton Ave,Cuyler Ave & Augusta St,Subscriber,Male,1984
1372435,6/20/2017 15:59,6/20/2017 16:22,1379,Burnham Harbor,Millennium Park,Customer,,
1527539,6/29/2017 15:02,6/29/2017 15:09,413,Eckhart Park,Franklin St & Chicago Ave,Subscriber,Male,1991
368057,3/20/2017 15:30,3/20/2017 15:50,1160,Loomis St & Jackson Blvd,Marshfield Ave & Cortland St,Subscriber,Male,1991
361543,3/19/2017 12:30,3/19/2017 13:29,3533,Sheridan Rd & Irving Park Rd,Theater on the Lake,Customer,,
71185,1/22/2017 13:40,1/22/2017 13:58,1095,Clark St & Bryn Mawr Ave,Damen Ave & Leland Ave,Subscriber,Female,1978
672744,4/26/2017 11:17,4/26/2017 11:22,289,Michigan Ave & Lake St,Clark St & Randolph St,Subscriber,Male,1962
940787,5/24/2017 13:48,5/24/2017 13:53,338,Orleans St & Merchandise Mart Plaza,LaSalle St & Washington St,Subscriber,Male,1958
1218849,6/10/2017 19:35,6/10/2017 20:08,1976,State St & Pearson St,Millennium Park,Customer,,
79811,1/24/2017 8:20,1/24/2017 8:26,382,Milwaukee Ave & Grand Ave,Green St & Randolph St,Subscriber,Male,1970
1297084,6/15/2017 18:54,6/15/2017 19:01,435,Sheridan Rd & Irving Park Rd,Clark St & Montrose Ave,Subscriber,Male,1981
1103545,6/4/2017 11:10,6/4/2017 11:29,1135,Canal St & Taylor St,Ogden Ave & Chicago Ave,Subscriber,Female,1982
1220939,6/10/2017 22:15,6/10/2017 22:50,2089,Ashland Ave & 13th St,Green St & Randolph St,Customer,,
8620,1/4/2017 7:31,1/4/2017 7:38,456,Kingsbury St & Erie St,Canal St & Monroe St (*),Subscriber,Male,1985
1428691,6/23/2017 17:50,6/23/2017 17:59,547,Kedzie Ave & Milwaukee Ave,Campbell Ave & Fullerton Ave,Subscriber,Male,1983
1370386,6/20/2017 12:59,6/20/2017 13:38,2307,Field Museum,Franklin St & Quincy St,Customer,,
208633,2/18/2017 21:02,2/18/2017 21:10,481,Fairbanks Ct & Grand Ave,LaSalle St & Illinois St,Customer,,
493186,4/9/2017 15:19,4/9/2017 15:29,581,Marshfield Ave & Cortland St,Larrabee St & Armitage Ave,Subscriber,Male,1969
703508,5/1/2017 12:16,5/1/2017 12:24,479,Wacker Dr & Washington St,Aberdeen St & Monroe St,Subscriber,Male,1982
904610,5/20/2017 22:03,5/20/2017 22:08,251,Halsted St & Diversey Pkwy,Hampden Ct & Diversey Pkwy,Subscriber,Male,1985
336941,3/12/2017 10:36,3/12/2017 10:46,614,Kingsbury St & Kinzie St,Dearborn Pkwy & Delaware Pl,Subscriber,Female,1990
233804,2/21/2017 14:55,2/21/2017 15:02,414,Sheridan Rd & Irving Park Rd,Clarendon Ave & Junior Ter,Subscriber,Male,1965
106762,1/30/2017 21:59,1/30/2017 22:04,281,Broadway & Barry Ave,Broadway & Cornelia Ave,Subscriber,Female,1990
687722,4/28/2017 6:25,4/28/2017 6:33,448,Stockton Dr & Wrightwood Ave,Clark St & Wrightwood Ave,Subscriber,Male,1966
389063,3/23/2017 18:55,3/23/2017 19:00,342,Racine Ave & Belmont Ave,Clark St & Wrightwood Ave,Subscriber,Male,1977
1160005,6/7/2017 17:13,6/7/2017 17:16,217,Federal St & Polk St,Wabash Ave & Roosevelt Rd,Subscriber,Male,1981
1419816,6/23/2017 11:03,6/23/2017 13:37,9222,Michigan Ave & Oak St,Michigan Ave & Oak St,Customer,,
1067422,6/2/2017 11:07,6/2/2017 11:24,1063,Peoria St & Jackson Blvd,Wacker Dr & Washington St,Customer,,
840497,5/15/2017 14:41,5/15/2017 14:51,573,Michigan Ave & Oak St,Clark St & Lincoln Ave,Subscriber,Male,1976
486349,4/9/2017 9:27,4/9/2017 9:34,421,Millennium Park,LaSalle St & Adams St,Customer,,
1078755,6/2/2017 19:45,6/2/2017 20:01,951,Franklin St & Jackson Blvd,Lake Shore Dr & Monroe St,Customer,,
398952,3/24/2017 17:56,3/24/2017 18:07,699,State St & 33rd St,MLK Jr Dr & 29th St,Subscriber,Male,1993
724573,5/4/2017 5:37,5/4/2017 5:44,399,Clifton Ave & Lawrence Ave,Ravenswood Ave & Lawrence Ave,Subscriber,Female,1984
275228,2/28/2017 11:00,2/28/2017 11:17,1007,Wacker Dr & Washington St,Clark St & Elm St,Subscriber,Male,1942
214540,2/19/2017 13:43,2/19/2017 15:52,7685,Wells St & Concord Ln,Broadway & Cornelia Ave,Customer,,
1432277,6/23/2017 21:04,6/23/2017 21:19,850,Clark St & Wrightwood Ave,Marshfield Ave & Cortland St,Subscriber,Female,1998
445000,4/3/2017 6:09,4/3/2017 6:26,1013,Pine Grove Ave & Waveland Ave,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1993
1430218,6/23/2017 18:53,6/23/2017 19:02,547,Sheffield Ave & Wellington Ave,Damen Ave & Melrose Ave,Subscriber,Male,1981
1249354,6/12/2017 17:14,6/12/2017 17:18,282,Canal St & Adams St,Sangamon St & Washington Blvd (*),Subscriber,Male,1969
1411725,6/22/2017 17:52,6/22/2017 18:13,1271,Michigan Ave & Washington St,Larrabee St & Menomonee St,Subscriber,Female,1993
731669,5/4/2017 18:33,5/4/2017 18:37,282,Paulina Ave & North Ave,Wood St & Division St,Subscriber,Female,1987
562222,4/16/2017 14:51,4/16/2017 15:20,1711,Lake Shore Dr & Monroe St,Michigan Ave & Jackson Blvd,Customer,,
1476240,6/26/2017 12:38,6/26/2017 12:46,485,Lake Shore Dr & Monroe St,Shedd Aquarium,Customer,,
591290,4/18/2017 20:48,4/18/2017 21:10,1346,Wood St & Milwaukee Ave,Albany Ave & Bloomingdale Ave,Customer,,
585213,4/18/2017 15:13,4/18/2017 15:40,1570,Field Museum,Clinton St & Jackson Blvd,Customer,,
1528596,6/29/2017 16:11,6/29/2017 16:38,1616,Columbus Dr & Randolph St,Theater on the Lake,Customer,,
1544745,6/30/2017 16:10,6/30/2017 16:18,422,Mies van der Rohe Way & Chicago Ave,Larrabee St & Kingsbury St,Subscriber,Male,1989
1512992,6/28/2017 15:46,6/28/2017 16:11,1534,Racine Ave & 15th St,Wabash Ave & Roosevelt Rd,Customer,,
1248601,6/12/2017 16:55,6/12/2017 17:17,1352,Canal St & Madison St,Damen Ave & Augusta Blvd,Subscriber,Male,1989
1172583,6/8/2017 12:51,6/8/2017 13:05,866,Daley Center Plaza,Michigan Ave & 14th St,Subscriber,Female,1989
772284,5/9/2017 17:37,5/9/2017 17:42,314,Clinton St & Lake St,Racine Ave & Randolph St,Subscriber,Male,1978
1473700,6/26/2017 8:51,6/26/2017 8:55,271,Canal St & Adams St,Clark St & Congress Pkwy,Subscriber,Male,1962
